crop_name,growth_stage,soil_type,nitrogen,phosphorus,potassium,ph_level,fertilizer_plan
lettuce,seedling,sandy,102.91541192353716,18.648945491518347,97.36002081174436,6.936904354016624,phosphorus_root_support
citrus,harvest,clay,131.69662685088284,66.77717897710673,100.34013970717439,7.546713911336601,balanced_npk_maintenance
maize,vegetative,sandy,113.93253830536744,13.177853008765021,51.67003931955519,7.81485921975173,sulfur_ph_correction
tomato,vegetative,clay,81.14743797996692,52.69922618975051,93.16154832008752,6.119687931936887,balanced_npk_maintenance
soybean,flowering,silt,39.95955167090275,52.44761394545589,101.6766017397402,7.679151547080659,nitrogen_boost
soybean,harvest,silt,16.563561113857347,36.13600411633354,103.53466330597233,4.910678480385325,nitrogen_boost
rice,seedling,sandy,125.81864606660288,79.21171551861475,119.03997975579261,5.222744466694461,lime_ph_correction
citrus,vegetative,loam,118.67379847853235,84.74420837406959,90.96164703139831,7.791404923609257,balanced_npk_maintenance
wheat,seedling,silt,80.88566838210232,39.495148774916046,98.88365395725056,5.529205119776417,lime_ph_correction
maize,seedling,sandy,118.22441308286788,79.46702611776178,113.72397102352262,6.4504744376930905,balanced_npk_maintenance
wheat,harvest,peaty,50.29471556419542,86.61682905696343,53.54618512970283,5.103781984550374,lime_ph_correction
wheat,fruiting,peaty,87.6076382639759,50.14634192756568,78.39960768808876,7.929171700765494,sulfur_ph_correction
citrus,seedling,clay,20.609581908009567,57.58315514434623,98.79590007309089,7.7233735993532475,nitrogen_boost
citrus,vegetative,sandy,68.4061112192679,44.55181627797997,22.040336173584155,4.82853789981914,potassium_fruit_support
rice,flowering,silt,109.03539610397372,39.21365199518145,28.458564816912077,4.810211202757795,lime_ph_correction
rice,flowering,clay,27.315037643374627,45.846182409995166,43.34187680272065,8.106351666215392,nitrogen_boost
maize,vegetative,silt,102.20279095019177,8.504955336631033,100.31373422015888,5.681760672602993,lime_ph_correction
citrus,vegetative,loam,47.88798887245565,87.15011964112553,49.45733333830654,5.586470100684132,lime_ph_correction
rice,seedling,sandy,36.47655642060532,18.048477012695443,126.1659455971081,5.210784149242213,nitrogen_boost
maize,harvest,silt,58.61925925750526,47.967740480621366,80.00439648947895,5.461576687169703,lime_ph_correction
soybean,flowering,silt,18.810906452152544,28.765249949337555,118.22923622451418,5.637859667906923,nitrogen_boost
soybean,vegetative,silt,58.48630480140997,25.002695949776815,27.35383793801281,5.257515062148738,lime_ph_correction
maize,vegetative,peaty,43.70516774179346,45.85180141360424,16.63944679202856,5.099897442876925,nitrogen_boost
rice,flowering,loam,17.49161912487085,16.957121122186027,66.45174109102112,4.934842491024586,nitrogen_boost
tomato,vegetative,silt,131.20809451890648,56.6413993118286,126.26449318713838,5.545252266294545,lime_ph_correction
rice,harvest,silt,97.48818711363353,84.3755224849675,109.3517827122528,6.1447955323791685,balanced_npk_maintenance
maize,seedling,sandy,113.29697323960579,44.2073546318283,106.74376337782569,5.176939281749855,lime_ph_correction
rice,vegetative,loam,97.83039069699083,69.07201630279444,108.10086187108755,7.2060829316460495,balanced_npk_maintenance
soybean,seedling,peaty,26.855540804069825,69.78990271914118,126.05921620964511,8.392367905298144,nitrogen_boost
tomato,seedling,silt,127.60345538964705,60.83832134826923,55.444876531533964,7.688396194305063,balanced_npk_maintenance
citrus,harvest,peaty,83.9233386291767,68.34737528217906,15.86140931889818,7.815833880191561,potassium_fruit_support
wheat,flowering,clay,115.76538898067714,24.747057900912615,74.09194993649221,8.243012985474483,phosphorus_root_support
maize,vegetative,loam,34.525623807381436,15.016963082032337,17.51012395147209,7.916298233451587,nitrogen_boost
soybean,fruiting,silt,131.0694879127453,77.75144345032872,127.25256438298935,5.5207092005644665,lime_ph_correction
wheat,fruiting,silt,60.011089384370536,34.109339469691406,74.73706003259935,5.129485292045895,lime_ph_correction
tomato,fruiting,clay,73.19416915972207,42.51377434057033,36.73761706918792,4.908997883042288,potassium_fruit_support
soybean,harvest,peaty,74.499944938812,16.59723712136846,118.05229247916782,7.142195415948487,balanced_npk_maintenance
soybean,flowering,peaty,119.43610623578304,64.91574693010084,56.10536814330974,6.942864440904566,balanced_npk_maintenance
lettuce,fruiting,clay,110.67549780217212,32.24152716640012,63.5683184355212,5.6474369221789065,lime_ph_correction
soybean,vegetative,clay,120.74084605155755,82.13824021105276,111.49990585683582,8.158570516276436,sulfur_ph_correction
tomato,vegetative,silt,55.90180451720662,53.34481096399139,102.52709159629076,8.019075386274869,sulfur_ph_correction
maize,fruiting,loam,29.037467321063893,41.3698072053223,41.44621140094964,7.892105195292535,nitrogen_boost
tomato,seedling,clay,130.86535111223833,80.99340860929459,86.11963149541506,7.9318718626891975,sulfur_ph_correction
soybean,vegetative,clay,83.50490229154343,64.38354032320248,62.09529023669708,6.518758691826344,balanced_npk_maintenance
citrus,seedling,loam,37.084315918309876,37.54591061030803,94.14785543768909,7.232211706089947,nitrogen_boost
citrus,fruiting,peaty,93.54523616401927,31.913991767710904,19.937272055257345,6.311796438236702,potassium_fruit_support
lettuce,flowering,silt,120.32350148435106,13.584253528188196,33.44107855756262,5.507664710095589,phosphorus_root_support
lettuce,flowering,clay,113.66801869136295,51.34818836058755,52.50869244130147,5.390615276069623,lime_ph_correction
tomato,fruiting,silt,21.74920038802076,9.043701921602292,133.5355919354775,7.395358020185133,nitrogen_boost
soybean,vegetative,loam,108.25372687647369,68.33785126748987,116.99140279237237,6.856984430755494,balanced_npk_maintenance
tomato,flowering,loam,53.35132797223612,34.36140656586953,112.44240119748464,6.634593435198006,balanced_npk_maintenance
maize,fruiting,silt,114.6984199150971,54.781225019961056,104.80044545752038,4.918870270835385,lime_ph_correction
wheat,vegetative,loam,46.24829557381283,30.972368673397465,112.0055225192857,7.705812866495558,balanced_npk_maintenance
lettuce,fruiting,peaty,102.31272373761617,24.92433479166344,88.39992422358794,6.079762838322923,balanced_npk_maintenance
wheat,vegetative,sandy,63.50577733250279,84.62609894500223,58.76842651243678,7.198227284990368,balanced_npk_maintenance
maize,flowering,silt,39.12205278278703,70.85184047340772,87.27395911897453,6.963954685257717,nitrogen_boost
rice,seedling,clay,72.76518011489212,83.20745177933632,109.77007255341583,5.590789942157511,lime_ph_correction
rice,harvest,sandy,84.1836080191864,26.532092022156185,21.131263375589175,7.619637144265807,balanced_npk_maintenance
wheat,fruiting,silt,72.96370393521681,36.80104998744765,97.34385632705244,5.365957509127039,lime_ph_correction
soybean,seedling,silt,43.540010213827955,49.834965190140316,88.85081979894156,7.102674714060335,nitrogen_boost
rice,fruiting,clay,94.49100719478852,74.73972756572225,77.49872879341632,6.013651542847199,balanced_npk_maintenance
lettuce,seedling,sandy,120.74356473853402,15.241788250186362,83.16323273100309,6.1016365450441885,phosphorus_root_support
maize,harvest,clay,131.59494567278716,79.40344529425317,33.966994950652946,5.549474948687364,lime_ph_correction
tomato,fruiting,clay,129.6171048663051,28.621853527537578,81.84114556797928,6.792576365184479,balanced_npk_maintenance
rice,seedling,sandy,34.2863841484663,61.78030769704679,124.45547554124128,8.233801230017946,nitrogen_boost
maize,flowering,peaty,29.66546608593092,51.83065031093709,69.5225884019203,5.187136633884219,nitrogen_boost
maize,fruiting,loam,39.781494459111265,12.767331556784406,46.84577087598868,7.878727498082986,nitrogen_boost
citrus,harvest,clay,80.94217478328801,85.64536039744368,106.50191705737518,6.431382424643357,balanced_npk_maintenance
wheat,seedling,clay,26.36499085447695,23.759140164185176,82.56953865653726,6.8545228354774235,nitrogen_boost
soybean,fruiting,silt,21.521617290441675,14.012672364254414,119.31795946567874,6.737103966679923,nitrogen_boost
soybean,harvest,clay,33.080772781723645,52.93193391457553,95.92863096344118,7.226920117713506,nitrogen_boost
wheat,seedling,silt,48.27929446834237,8.844119171020298,103.5624232062149,6.1159453891764635,phosphorus_root_support
wheat,fruiting,loam,16.769322253878475,42.371708852979566,100.98354837123655,6.626233028171523,nitrogen_boost
citrus,vegetative,clay,127.23517366828054,27.456972287937976,64.47681280098354,6.565915677816683,balanced_npk_maintenance
citrus,harvest,loam,101.78845257566412,61.324659463834806,54.875756040174714,5.754851680365161,balanced_npk_maintenance
tomato,seedling,loam,64.96585956460885,19.2538341164306,91.68289522510793,5.165600154054058,phosphorus_root_support
tomato,seedling,loam,90.9453117183426,27.85567267752529,110.85771932286134,7.8339309840503715,phosphorus_root_support
lettuce,seedling,peaty,64.97341626997269,16.690022912816133,46.94594003556533,4.998329810737316,phosphorus_root_support
lettuce,flowering,loam,103.69725094040926,74.55081499289635,133.0571788896832,5.42086748051111,lime_ph_correction
tomato,seedling,clay,124.60287201709703,16.804351412218026,24.420383699880205,5.296441937305167,phosphorus_root_support
citrus,fruiting,peaty,49.2742112063606,18.654248291761473,64.2526238636334,7.740087654463181,balanced_npk_maintenance
wheat,vegetative,loam,15.749494974882419,77.44680047628565,127.4362659489266,4.991132465104049,nitrogen_boost
lettuce,harvest,silt,32.24104603098556,60.36176546661114,41.004048071999875,6.560123031817122,nitrogen_boost
soybean,fruiting,clay,68.27000810389583,19.06868441714839,59.565476802056175,6.574714078232689,balanced_npk_maintenance
lettuce,flowering,loam,134.49804285827952,39.1551238862254,106.15845164087884,5.380107698139381,lime_ph_correction
wheat,fruiting,clay,128.59745430779546,16.725793112049566,69.30961672150455,7.3218556184476995,balanced_npk_maintenance
citrus,seedling,loam,64.65669298322962,79.2759025596674,74.27256179766648,7.154315621395119,balanced_npk_maintenance
rice,fruiting,clay,38.59529309099749,79.76933099077588,129.8771762689628,5.10669030201827,nitrogen_boost
lettuce,fruiting,silt,60.221177118326764,39.37837212772057,53.41822317144874,5.7087707408736525,balanced_npk_maintenance
lettuce,fruiting,sandy,118.95354448099626,26.446186328029803,119.61170746049223,5.203617879636663,lime_ph_correction
citrus,seedling,peaty,82.23490343801811,27.222469958154836,22.099373252603876,8.220253238244103,phosphorus_root_support
rice,vegetative,sandy,87.71626785005499,49.01769651049832,43.427892280983016,5.023720774305885,lime_ph_correction
maize,harvest,silt,128.00261023878105,42.88914399531915,38.0139129760068,6.342447955057214,balanced_npk_maintenance
citrus,seedling,clay,27.723095767564402,66.88582891673751,93.16832659174322,6.14834429215005,nitrogen_boost
tomato,seedling,clay,56.98121077145248,18.023160907492944,26.408599046729616,6.62685602396178,phosphorus_root_support
rice,harvest,peaty,22.446694317248074,61.20662088173427,33.70414676845276,4.870924180044997,nitrogen_boost
lettuce,flowering,sandy,125.81123137690318,49.069155462877546,21.07450547506933,5.052842112775648,lime_ph_correction
maize,fruiting,peaty,60.163323784100584,31.356709583007913,65.2147617241539,7.136509300042087,balanced_npk_maintenance
rice,harvest,peaty,20.336835228089704,46.60614642771028,19.42296713156204,5.202896730827147,nitrogen_boost
wheat,harvest,peaty,97.43353593145383,81.48892739072014,74.56358472361603,6.171509770181894,balanced_npk_maintenance
maize,vegetative,peaty,78.67804389445502,53.88777048597097,76.41707183313571,6.101277048869535,balanced_npk_maintenance
tomato,harvest,peaty,100.85653141834084,23.723778527787005,45.661847483016714,6.124779155787149,balanced_npk_maintenance
wheat,fruiting,loam,111.52296380406943,75.12620263429885,99.10693246534639,7.937003951051398,sulfur_ph_correction
wheat,fruiting,loam,117.92773758402697,11.113353531582442,50.62332517616549,8.142266211843191,sulfur_ph_correction
maize,seedling,clay,85.74267826267717,23.32394693798462,126.56324980382752,8.11240240439683,phosphorus_root_support
rice,fruiting,peaty,80.37227740633011,37.86225418459849,64.25940265909402,5.260037177083904,lime_ph_correction
rice,seedling,silt,41.62387292904624,83.9977292950769,123.06302581055037,5.088112925929676,nitrogen_boost
lettuce,harvest,silt,93.63627775089533,31.461240962921874,71.42621516184792,8.359542029272024,sulfur_ph_correction
rice,flowering,clay,132.42534069960104,56.06797865003885,18.99139940440633,5.878957286167062,balanced_npk_maintenance
tomato,seedling,sandy,133.6881961463602,15.569177110998034,64.22053454961366,6.978041672965675,phosphorus_root_support
rice,flowering,clay,64.37823452345441,89.26454483034571,68.6734108748638,7.425336643141996,balanced_npk_maintenance
wheat,fruiting,sandy,48.666716552216755,28.078331711673226,90.21978975623765,7.873799200548744,sulfur_ph_correction
soybean,harvest,loam,91.19568367595416,28.399976727379073,98.91380821881495,8.20475351587892,sulfur_ph_correction
rice,vegetative,peaty,24.587547231632932,15.54503810722547,96.66855171333057,7.824452397023579,nitrogen_boost
maize,harvest,peaty,66.83598769013301,45.492713262224505,33.64854354892765,5.885635287263478,balanced_npk_maintenance
lettuce,flowering,sandy,126.38132662142773,9.383166913481809,118.73664507147424,5.760646345739411,phosphorus_root_support
lettuce,vegetative,clay,127.325455907333,54.71612740796815,52.12309737869316,7.581476258787998,balanced_npk_maintenance
rice,fruiting,silt,75.49018158182426,14.849106482013859,124.77691427853215,5.191514395577122,lime_ph_correction
lettuce,vegetative,sandy,88.00132594319567,14.578128481907271,133.3462338289082,6.261664230979184,balanced_npk_maintenance
lettuce,seedling,sandy,24.7194831635589,17.847431564291337,114.4876671202853,7.136862064146008,nitrogen_boost
lettuce,fruiting,sandy,55.83830554057335,18.27009734994356,23.764919944866186,5.836402682016898,balanced_npk_maintenance
citrus,seedling,loam,34.52383629081827,24.54263506127668,16.093054384416856,6.246180526916897,nitrogen_boost
wheat,seedling,peaty,43.81950077131863,69.66355118719073,111.45243822216578,5.4207244398031476,nitrogen_boost
wheat,flowering,clay,63.21002778996374,56.97714063517333,44.59167522808764,6.4928755041432655,balanced_npk_maintenance
maize,seedling,clay,74.25925571436603,46.6489758191454,125.84990785598941,6.517957422083011,balanced_npk_maintenance
lettuce,fruiting,sandy,42.576124308538745,87.5532550422838,70.95391061616007,7.497153556981628,nitrogen_boost
soybean,harvest,silt,131.181874617139,46.483681487235486,60.10453729235197,6.505932192657917,balanced_npk_maintenance
citrus,seedling,silt,111.57482204103025,16.60957310612119,65.28954039393395,7.112505208939105,phosphorus_root_support
lettuce,vegetative,clay,32.49108764486779,23.37786206225665,82.07252816212181,4.953062324858058,nitrogen_boost
wheat,seedling,loam,60.25105288995587,32.69711011948601,81.73754737416377,5.6993156535079565,lime_ph_correction
tomato,vegetative,sandy,68.1986386964524,43.98404657634941,60.040353392079595,6.155799882664218,balanced_npk_maintenance
lettuce,vegetative,peaty,51.20329496267991,72.98118258623846,104.15223978025108,5.6307113814937555,lime_ph_correction
citrus,flowering,clay,25.068641685405208,64.52042015821957,28.66802155628031,6.160186182899691,nitrogen_boost
rice,vegetative,clay,110.07274319513103,26.303500131048086,124.42116954545958,6.844216786746211,balanced_npk_maintenance
