condition,temperature,humidity,rainfall_mm,wind_speed,crop_name,suggestion_type
humid,36.308590460334486,89.91154831582084,2.632042908381391,42.290855986430756,citrus,heat_protection
heavy_rain,40.88142783662306,36.99824617088804,14.250171475179371,23.679312264227413,wheat,heat_protection
windy,38.263104329083404,31.897954843561003,16.526881613555037,19.07913584886319,maize,heat_protection
light_rain,40.61840867125771,38.89621348785945,22.83371372160491,4.085646357948423,wheat,heat_protection
clear,24.95406836011501,70.92249122064881,1.1297477771356246,41.11908474776223,rice,wind_protection
clear,29.46371031090669,79.8157872567159,28.567092494382358,2.7256733464811047,tomato,normal_monitoring
hot,34.0326592776909,73.20560592605366,19.11273050470104,40.46209803845848,soybean,heat_protection
partly_cloudy,24.92841075673902,83.3544617579768,3.5536658564911168,29.409936688868335,citrus,normal_monitoring
partly_cloudy,32.183780008225966,84.02874965184932,42.878410670949435,17.382422919795196,rice,delay_irrigation
humid,34.93907847595439,33.91495286314711,3.2738917397221066,33.15885912416712,rice,heat_protection
heavy_rain,14.629608492114503,78.1443430846225,0.16065473528957386,15.75901810725123,rice,normal_monitoring
partly_cloudy,30.5586765060877,46.16948457520931,6.476371767633386,42.47532536178483,soybean,wind_protection
humid,20.523281792919118,88.82728480193099,0.05388966518887163,7.17328908016169,maize,normal_monitoring
light_rain,32.41785558514793,65.2156642285081,3.162232816188715,31.941886129741533,wheat,wind_protection
light_rain,16.32651726130146,53.09200131956951,1.9884810030655768,30.28223904585082,lettuce,wind_protection
partly_cloudy,25.954388068118327,84.96951615320089,7.5216873458049225,10.966279133236586,lettuce,normal_monitoring
light_rain,21.04293792041772,88.76099537914422,36.43141558602312,11.33876921472321,soybean,delay_irrigation
light_rain,26.211923679417364,34.96412979432425,30.13678791715182,15.113954485222454,maize,normal_monitoring
partly_cloudy,36.86430270653264,42.36117465726805,7.793919938433392,3.53701630392764,soybean,heat_protection
windy,37.30482771644014,38.35371656853187,6.073674999017905,17.228450136446313,maize,heat_protection
clear,28.374616826964555,46.105301290270404,16.075077169728694,22.898701502312697,lettuce,normal_monitoring
partly_cloudy,31.268415250291437,84.65319420256814,33.81715067413223,7.419462158508276,rice,fungal_risk
humid,26.682172604646023,50.64921270238126,6.795177831127892,40.837678173800924,rice,wind_protection
clear,15.374551972628721,78.89955236866737,13.940976275590948,35.27394954676858,tomato,wind_protection
heavy_rain,39.83711322008858,42.27248776126935,21.613730474336393,24.00251182971874,soybean,heat_protection
humid,28.956989919382877,75.83402541300364,39.461909016833026,26.039546292921756,lettuce,delay_irrigation
partly_cloudy,38.57701408410727,52.69517351685135,6.6115855474995415,36.3365522071353,rice,heat_protection
hot,17.149975970033616,52.261880616867785,4.0878140780071295,28.169554424147258,soybean,normal_monitoring
hot,27.846540240507707,94.0833631126118,1.16288475003596,4.802506696554762,tomato,normal_monitoring
light_rain,34.85937848594928,88.5017633737395,8.113339334608476,39.03947381404412,citrus,heat_protection
light_rain,14.207272259649281,90.38027639587224,10.653106779423904,42.76929199566888,maize,wind_protection
light_rain,32.783909964779795,88.79956241046602,5.7072416523753535,11.878568039634029,soybean,normal_monitoring
clear,20.39770137634998,30.857746382516268,10.054574532855174,40.78793245705992,lettuce,wind_protection
humid,26.30463629288109,39.37245214408751,4.782614737084447,33.4209996794486,lettuce,wind_protection
hot,28.015871728409955,33.0911560046142,7.847553841965647,8.937404060802715,maize,normal_monitoring
humid,40.55685434430095,78.71863627234127,19.552473655981835,31.223804579243925,citrus,heat_protection
humid,30.231169465263825,82.69567009793701,1.379697249890452,2.209885189542504,wheat,normal_monitoring
partly_cloudy,17.348857474398766,45.343122557616695,1.766293439134321,30.41414118993429,maize,wind_protection
partly_cloudy,16.64971671664844,66.33347779939442,7.919476906921181,42.46955935418061,tomato,wind_protection
heavy_rain,33.96326056542662,69.35382190478671,6.326649486591033,36.367522576039605,rice,wind_protection
partly_cloudy,28.3880512279853,42.33996196230697,1.4284099324156148,7.373536254226577,wheat,normal_monitoring
light_rain,24.66466330419871,58.044622553283666,3.773539943240508,42.49680874458443,lettuce,wind_protection
hot,16.16197918979217,45.24677655323426,12.476672749017759,28.991530198823057,rice,normal_monitoring
heavy_rain,29.854817142004784,75.00279039454553,16.44452540359021,42.176543757794256,lettuce,wind_protection
windy,14.80632835861795,45.30608665947524,18.124906415998403,13.09108685636355,tomato,normal_monitoring
windy,17.88877063834124,43.40362172219988,10.148374943340347,43.81172038561106,rice,wind_protection
clear,37.72582297358379,47.80593807491145,10.960512451228942,4.811226278125057,lettuce,heat_protection
heavy_rain,29.442905505327843,84.75212922884376,1.2938171761633055,23.147454539841068,soybean,normal_monitoring
clear,20.049718292122265,52.7492255132437,4.391835027303763,17.214839797510635,soybean,normal_monitoring
hot,23.677581305656265,30.23220289503388,26.685496919791575,38.89058222861477,tomato,wind_protection
heavy_rain,22.970108340951775,38.135921520163826,7.44564131267887,36.739000526350765,citrus,wind_protection
light_rain,18.588028737414547,43.82862407770452,3.667754463995125,38.44280320076504,wheat,wind_protection
light_rain,38.041473917933146,66.78244833419919,1.6043707278299673,9.439337970923827,maize,heat_protection
hot,37.67653516924979,94.21651111153173,1.3577270602604314,41.049867017110635,tomato,heat_protection
clear,20.175926229988676,82.47702877294401,29.626723953555047,25.037946404907764,wheat,fungal_risk
partly_cloudy,15.445588622025111,88.00120404466429,1.4742328924873398,19.37535973554187,lettuce,normal_monitoring
partly_cloudy,28.58019883169831,72.99840834380751,22.528961820099333,40.80980848363118,tomato,wind_protection
partly_cloudy,22.485781195899428,45.88366073860566,41.57837992645523,23.881114078687002,citrus,delay_irrigation
humid,39.52984745265471,48.369435814732725,12.746918228684702,39.300945534698755,soybean,heat_protection
windy,25.17789646666477,68.60080243900188,21.331796544186815,14.612071447205292,citrus,normal_monitoring
light_rain,17.710470154814338,37.9409627362268,10.244018428142493,26.507197486219944,citrus,normal_monitoring
hot,15.067081908792469,65.10398997448121,12.627944161840482,12.222441631331476,maize,normal_monitoring
light_rain,17.002904363155235,49.832929774344635,1.5448762224472217,37.15817037050957,wheat,wind_protection
humid,16.14429842277251,95.09252601245413,7.871128795150508,35.39853166918627,rice,wind_protection
light_rain,36.55056019164787,74.12371073812508,18.443386216270753,1.3792834832451724,maize,heat_protection
light_rain,15.641171215918211,61.800014046018404,0.90981620059161,42.929140111645765,lettuce,wind_protection
windy,25.649284990727665,87.42996702796336,18.376570022753082,8.187696331790805,rice,fungal_risk
windy,28.695112851838953,74.54850166682519,2.746573377538,16.14205775319975,citrus,normal_monitoring
clear,19.591850753819887,83.64103968179661,0.4916329348465325,20.470282416096925,lettuce,normal_monitoring
clear,36.552394661428224,95.00461888015248,37.383252457635656,1.1617225227978878,lettuce,delay_irrigation
heavy_rain,30.111498497109487,82.2203970066225,57.58698398195374,26.005619161063134,rice,delay_irrigation
hot,39.25074891715545,64.94488830253087,8.586222533770929,12.579386137510394,tomato,heat_protection
heavy_rain,24.36166933568432,46.426893812303376,2.22711585170377,13.369363928791616,soybean,normal_monitoring
windy,40.24506488729296,92.11275721853812,21.81621483809967,42.36833456901165,soybean,heat_protection
light_rain,34.73722113086844,94.01919059710112,1.5902992662583313,40.27477138298284,soybean,heat_protection
humid,22.070034313966705,82.62806735878672,12.987595942176881,10.941489158728949,wheat,fungal_risk
windy,29.939781673220082,84.90316966069366,11.712793180345788,33.12359747584025,maize,wind_protection
windy,24.71500961466711,80.25068903853207,38.16373045409825,37.892190148886385,lettuce,delay_irrigation
windy,24.672746619366322,38.901433487228836,17.54142735214693,30.519201900564656,rice,wind_protection
windy,30.921986984535437,50.08395108103034,5.718734628930898,21.463610631118385,wheat,normal_monitoring
clear,19.30440897113587,35.76146510945789,11.208573261477746,37.5378726280826,wheat,wind_protection
light_rain,27.22991323484678,87.7045311641673,1.963384414733416,31.93577280300148,lettuce,wind_protection
light_rain,26.055280934168643,62.77886037630245,0.9376078919269588,21.69026699270753,rice,normal_monitoring
heavy_rain,36.44178765409946,51.360049920314246,8.382046898967994,3.432246703929538,maize,heat_protection
hot,38.23533532080294,45.28604663957353,4.412500086906766,27.690595721774596,soybean,heat_protection
heavy_rain,31.16894137902012,37.8251245725225,4.210933310904999,38.55173676017921,citrus,wind_protection
light_rain,23.00476086575499,86.30941991229254,36.18912517644431,9.229524423131497,tomato,delay_irrigation
heavy_rain,22.99188474302449,80.88649562370637,7.736754891838181,7.935073733500099,rice,normal_monitoring
heavy_rain,30.244469283048012,41.9002323292561,10.454430365090582,1.76259588088142,citrus,normal_monitoring
clear,35.07230699673944,32.92896637573295,43.89402329776748,7.655447086790719,wheat,delay_irrigation
clear,28.63160050718802,47.69828461045783,24.297459743972517,35.47752097585906,tomato,wind_protection
heavy_rain,26.430871432877964,50.820405724223846,24.91271674237113,34.441226176139885,citrus,wind_protection
light_rain,17.072474229452393,84.79356654218553,3.5296848421746603,1.6285942966995468,maize,normal_monitoring
clear,26.29350167850442,95.4805819065886,34.48017890496429,13.615100080061259,wheat,fungal_risk
clear,37.5240996510735,90.4291007355888,1.7677088327827728,43.10545483624952,maize,heat_protection
windy,38.627126856497796,57.390973644736036,2.4525375435951826,19.4527924744601,wheat,heat_protection
clear,17.840138663591034,41.17572643059739,11.457383251190285,19.219528438336418,lettuce,normal_monitoring
clear,29.659207689047754,80.78416973768529,34.848871893818504,28.257543303826093,rice,normal_monitoring
clear,33.927970080666135,40.57579537158316,3.5424759907463255,31.976704865025294,rice,wind_protection
partly_cloudy,26.536496119649783,68.92587762013781,1.9202706135106986,18.111273420524622,soybean,normal_monitoring
partly_cloudy,25.691325539263932,80.60440001186946,24.83281404184531,23.920982993734306,lettuce,normal_monitoring
windy,37.04934752721903,54.78814068062613,9.768730655629348,24.2468936418178,maize,heat_protection
partly_cloudy,27.559828830254418,40.521169891217404,37.82060467323251,7.721776646711346,rice,delay_irrigation
partly_cloudy,40.00350401870501,73.04982731351231,8.370359934994571,44.703976838623745,tomato,heat_protection
windy,26.183401877971104,43.74653302174261,23.46239357175555,9.149822483781195,maize,normal_monitoring
humid,32.17741029171059,89.77669288347222,7.62110212434407,3.1363188395124793,lettuce,normal_monitoring
humid,36.285348463946605,90.42981647846429,6.696535198969799,44.54985556633776,wheat,heat_protection
light_rain,30.990097696022563,75.29384197852909,3.2386335554374583,6.652783327214019,maize,normal_monitoring
humid,25.322150957326777,80.41137161257194,5.936450225693562,42.086535236438266,lettuce,wind_protection
windy,14.27352529071029,91.99436357465939,0.1889344276291331,8.621169044440446,rice,normal_monitoring
windy,35.33856705828053,56.746187947465025,32.9188066271267,29.609339102756458,soybean,heat_protection
partly_cloudy,21.635564757998523,95.72629819729563,26.477684767196443,37.0645439235172,maize,fungal_risk
light_rain,17.840812546727044,64.46214532118336,21.76791515919691,22.215368853025794,tomato,normal_monitoring
hot,37.15676343894364,40.553840870738114,19.374863417887134,5.629708733775073,rice,heat_protection
windy,26.871092904763266,48.70984029457816,23.644369295462358,4.129491089020034,citrus,normal_monitoring
light_rain,27.365611229813307,32.44644774007491,3.1520349830056666,32.55110644805597,wheat,wind_protection
hot,37.0823031856426,48.603360260868826,4.83350437242267,32.71543782602918,rice,heat_protection
windy,38.79940319011953,92.14466977310659,37.17998136067769,21.549658915474694,rice,delay_irrigation
partly_cloudy,21.36512850381407,90.56070055112568,19.70927672414818,17.71799417314838,lettuce,fungal_risk
partly_cloudy,36.36648510573794,81.9125834543099,8.735292466639923,27.012135231218863,lettuce,heat_protection
windy,23.484869487636466,57.459638244441535,14.865449033779601,37.71330085425015,lettuce,wind_protection
partly_cloudy,20.44861712783093,56.92612807453838,1.2870284930207618,38.27854900949206,soybean,wind_protection
heavy_rain,40.843498917348,88.16460798412452,0.285532130429498,34.36189439480488,maize,heat_protection
windy,27.92555514806387,55.72556632353469,7.770335599263893,27.256433982610183,wheat,normal_monitoring
light_rain,39.9828109863542,85.46544705198119,7.806768696884134,13.865456499641134,citrus,heat_protection
light_rain,33.14146505979083,33.86791799895287,20.64900044334403,6.120379590012075,soybean,normal_monitoring
clear,38.72652279241998,77.53091356968423,1.4012333652050926,2.0136837509296943,tomato,heat_protection
windy,20.66453251302705,69.70077008761352,0.624617385134164,22.837038152380387,maize,normal_monitoring
light_rain,23.937017600552238,66.90307328635419,12.555290649494948,9.585974306031332,rice,normal_monitoring
partly_cloudy,21.4909273735656,35.52591812561375,6.1845938302354355,40.470799393652754,soybean,wind_protection
hot,23.045843638324463,48.406991942661826,5.311849057738259,31.48591311907545,citrus,wind_protection
light_rain,29.351585371660924,34.57352770528002,26.743869216776343,18.235615343829487,soybean,normal_monitoring
partly_cloudy,14.796512781364273,46.94568294437256,35.376077428232094,7.082606227240296,rice,delay_irrigation
windy,28.612055393601153,94.04910411420265,18.40092222751086,18.496149196848243,maize,fungal_risk
windy,30.283995043800264,63.802492999164755,4.237887523352322,28.202756595589854,soybean,normal_monitoring
partly_cloudy,29.629992029582297,80.84287003896199,16.626954556632434,40.43188960656298,soybean,wind_protection
clear,33.71677218494355,42.85484853069419,5.413260675806439,43.76779287059411,citrus,wind_protection
partly_cloudy,32.72335169547117,46.23835776057963,2.636010058023791,35.436666420372205,rice,wind_protection
humid,40.740146493902586,84.20614258653198,17.2183600465553,10.938862777519924,rice,heat_protection
humid,28.99633709472397,44.47990217937637,15.01414820914938,33.716947415159986,maize,wind_protection
partly_cloudy,24.11975707233331,82.90547709705143,7.5601940650541675,2.7208277613762224,wheat,normal_monitoring
windy,37.32320628880424,56.438233667192755,5.750185723830706,8.806899720485582,citrus,heat_protection
humid,36.22668647114304,88.09116231574231,6.446183924409493,22.373842712691157,citrus,heat_protection
humid,26.094157652415063,46.880718099480234,3.9359215686766733,18.27568766614064,maize,normal_monitoring
windy,35.8782410717845,83.38202115736715,12.293290654673445,40.63345145901298,soybean,heat_protection
clear,34.65116580847744,50.70344561950931,6.627659133706545,29.412205229569803,rice,heat_protection
windy,28.755436088110756,54.06947086362449,29.499963857477848,24.632949404307546,tomato,normal_monitoring
windy,15.358011586507796,77.18420321285828,5.383869979496652,7.257429136387877,soybean,normal_monitoring
heavy_rain,19.4674664481932,94.10513274667704,5.212214750806198,26.277820066077517,citrus,normal_monitoring
clear,37.798004128006234,50.71787851501078,3.258990297296579,17.464618773305396,citrus,heat_protection
heavy_rain,18.079730580408526,87.13945077145128,16.237765871781868,10.19611687549316,tomato,fungal_risk
partly_cloudy,15.45185503078499,32.811367908181005,36.028859528972575,42.25066228876464,maize,delay_irrigation
partly_cloudy,26.82597182979152,39.80233385295274,25.699915553821437,12.123263102067497,tomato,normal_monitoring
light_rain,38.16968517500123,35.963758455478676,0.10590426123869418,9.55274314242731,lettuce,heat_protection
clear,39.21975216152275,88.90626401095379,0.8453847894859536,1.8208171805603386,soybean,heat_protection
hot,17.690722210712472,81.08052876508395,12.352633709479388,18.67015707641261,citrus,normal_monitoring
partly_cloudy,26.064784047426848,38.27860364921831,17.21221598453636,14.282198540427302,soybean,normal_monitoring
hot,26.131381910800506,32.76589736128943,1.2758648986176149,37.282694426262594,maize,wind_protection
hot,22.044049765408722,84.485986465044,4.032471681091636,41.43332110222656,wheat,wind_protection
light_rain,24.064904486872738,63.348557464657624,1.9944732579538305,44.015283343458066,lettuce,wind_protection
light_rain,40.29464477077667,34.18098698876089,11.868793303092906,5.2910754347457605,rice,heat_protection
clear,19.57361384692009,62.87969403262727,20.833586233982672,29.928261043825717,soybean,normal_monitoring
windy,14.886727406805393,33.13734206192935,2.5587503218296384,18.851039423956955,soybean,normal_monitoring
partly_cloudy,39.07579674313536,45.769241785370895,26.647977598774666,6.508143336826192,citrus,heat_protection
clear,31.55607997534486,67.36861005012946,63.02865829806682,40.49190333184924,soybean,delay_irrigation
humid,19.187532452711245,84.57002511374652,2.095550493989378,21.844461637130383,tomato,normal_monitoring
heavy_rain,14.549411425584026,48.455585244376934,7.69284326591341,35.70595699440481,lettuce,wind_protection
clear,32.36127250187377,61.8502186245697,2.259129619801776,40.316149177487056,maize,wind_protection
partly_cloudy,27.7533569421883,64.66880242360541,4.839554135149494,35.20971742807798,rice,wind_protection
heavy_rain,28.341798110891013,68.83101615766104,8.285257894461107,18.981831387154273,citrus,normal_monitoring
heavy_rain,22.598240616389724,53.76465183654767,4.132950297050203,9.66330839992988,citrus,normal_monitoring
windy,21.164429501155137,74.28998801299073,26.877009041098134,35.30456833171205,rice,wind_protection
partly_cloudy,23.156739074193187,75.82614514314838,24.207940693873944,29.226673199227154,maize,normal_monitoring
hot,19.386160074169503,66.7685120806178,5.681150692538286,8.729139967944935,tomato,normal_monitoring
partly_cloudy,40.01958102831658,57.345177396700734,0.11531629014518197,20.90465433257,soybean,heat_protection
windy,23.63800627812098,40.35927901028463,35.05540325364755,21.76504262416732,wheat,delay_irrigation
clear,27.09846314099275,62.788754817353826,2.5308457407988154,2.604689501877163,citrus,normal_monitoring
light_rain,21.072066002646068,34.028973268476506,2.549173806455359,10.069462555841302,rice,normal_monitoring
hot,28.415077957036466,84.01242245044699,3.153972767667297,32.99650078438776,rice,wind_protection
partly_cloudy,36.53709987414594,63.219180213236505,5.674859341884155,14.432538011573621,maize,heat_protection
partly_cloudy,33.49708515046963,30.135189230028587,3.470346435291217,10.262583803384734,rice,normal_monitoring
clear,32.13530827570027,73.88560060840373,6.831029272008456,32.02685502414181,tomato,wind_protection
partly_cloudy,14.145143677130733,30.287941319223894,23.7983859733366,40.37562482670437,rice,wind_protection
windy,33.6468438022878,57.19915748069061,17.801344949419246,33.54989966806617,maize,wind_protection
partly_cloudy,32.24589399746137,52.64310251175157,1.7612233846171543,2.8114732167602554,maize,normal_monitoring
light_rain,25.20099468234656,37.584527991815186,46.069189184416146,38.45783366396658,wheat,delay_irrigation
light_rain,18.49561064816951,54.828356759292625,22.656161788552783,3.0494360016496542,rice,normal_monitoring
hot,40.64355420728346,43.23730525385164,11.371566000736905,22.94246960699951,rice,heat_protection
clear,17.841398627181842,48.88035786078045,21.1254717897901,10.785323516828553,citrus,normal_monitoring
hot,20.454515102200297,57.83564453326928,1.1399966896253977,38.72321756718619,maize,wind_protection
humid,16.884480656638843,88.85365196677016,1.834245751102611,18.359145019683737,rice,normal_monitoring
heavy_rain,25.703725409864944,58.67630449500751,1.849618845280954,3.0201224826904762,tomato,normal_monitoring
windy,24.121027940172212,84.28361596320616,27.852172009037716,19.99251496032461,citrus,fungal_risk
partly_cloudy,19.127606214204565,85.45246923790458,11.494125677607048,7.883479251008852,lettuce,normal_monitoring
hot,32.554022842462004,73.88395087575597,10.175245616258879,26.055228485882132,maize,normal_monitoring
heavy_rain,15.27101430558164,72.52434500481104,1.7498193299516884,7.8871684290219015,tomato,normal_monitoring
partly_cloudy,23.87320652992162,94.44669767106747,10.228383358463764,7.323991037365078,rice,normal_monitoring
light_rain,23.5565299279117,54.791966424546956,11.862740103385672,10.52320216264921,maize,normal_monitoring
light_rain,40.1204732479148,72.6090765781968,11.937839326383678,32.84392496586596,lettuce,heat_protection
clear,21.562787595602586,91.63492556302549,2.1178727762647434,32.4205637148834,rice,wind_protection
light_rain,25.917024708091333,80.34809733007788,20.142798132846252,13.536202501740894,rice,normal_monitoring
clear,17.877216796409826,58.84675731777281,17.029544892542553,39.02179679783578,tomato,wind_protection
light_rain,32.08093662682468,95.74546896653534,3.1127830085537243,37.84911646995895,soybean,wind_protection
clear,16.111343491667515,56.46682328473425,4.0775331139067355,32.42924054219728,citrus,wind_protection
windy,35.15757788908449,76.93315743664954,6.853780533723574,44.83383389625525,tomato,heat_protection
light_rain,25.09473971630916,31.805098304867904,12.678189337168815,12.244499431627588,soybean,normal_monitoring
clear,37.11841901862874,77.29433444435915,17.713446621670343,11.86749412705395,rice,heat_protection
humid,31.127350863463874,53.707137425835604,2.77855255266486,15.63091651050368,rice,normal_monitoring
humid,18.261600476490322,39.54458344040224,9.2023708913841,38.64368994064684,wheat,wind_protection
humid,30.184539782383524,94.58983176962228,38.38612005526261,37.96686823343837,maize,delay_irrigation
partly_cloudy,18.244214207277448,79.73427884913801,33.4599126279426,3.6339743534208457,citrus,normal_monitoring
