crop_name,leaf_green_index,spot_ratio,yellowing_ratio,texture_score,edge_damage,disease_name
citrus,0.5630263156713856,0.17126169023033236,0.07015132608871132,0.3024172025091178,0.12311039106517291,healthy
rice,0.6898460384547589,0.19567918670984571,0.41855555746574763,0.7138564293860761,0.33063769287429806,healthy
citrus,0.5194034937311682,0.22951808621110953,0.624860754355815,0.529567830128118,0.670233975789451,healthy
tomato,0.836137487311061,0.3067531147957606,0.629950031539097,0.21563587690372,0.10085049561348491,healthy
citrus,0.4215903654832691,0.4097273173560297,0.6405464611422224,0.5522350750443928,0.557566055210626,citrus_canker
tomato,0.8267920388817103,0.09284864217125251,0.308869141989522,0.32119850860647603,0.6288819289401555,healthy
rice,0.8585877886248547,0.14414339827116374,0.6194721195871903,0.8648425918664191,0.3120854515574403,bacterial_leaf_blight
tomato,0.6899818565944187,0.30317701788192725,0.5039218240959186,0.5964036552220626,0.6683232376478444,healthy
tomato,0.43232892167262194,0.07307250863599228,0.08166418083344676,0.9231938276740284,0.4044355617942009,healthy
maize,0.7236905381483372,0.34989579698457807,0.3991754689680465,0.6561387745707612,0.3863739562268697,healthy
tomato,0.6277703149427802,0.4956420912586512,0.26832805819343897,0.5764555101935811,0.6022678943970703,early_blight
citrus,0.859769411541708,0.5627816368712577,0.05371058020112226,0.5433606070263236,0.4627963583234784,citrus_canker
rice,0.8370739058113876,0.4895903965373656,0.1567662041626679,0.9205582121805267,0.2732344337902015,healthy
maize,0.5994922223925698,0.36500007935348,0.33053236342843795,0.7933692502691065,0.4669884175677085,northern_leaf_blight
rice,0.6820649193906752,0.44469942355257297,0.13340197575264656,0.41197187667164503,0.21405132785155287,healthy
rice,0.5579425129610117,0.004759237164820098,0.3779422303407537,0.3235629578335826,0.08778213215718472,healthy
rice,0.830023701506604,0.01655246858985717,0.2887554489511621,0.29990921795773107,0.2556521113355992,healthy
tomato,0.6562473638985256,0.23505286721365845,0.06678912536418428,0.39637574568042566,0.0840406428374871,healthy
rice,0.30986885964087113,0.030162759921203583,0.04490316915749399,0.2289598535542189,0.08698241945208228,healthy
rice,0.8994494101751616,0.03626499077599982,0.45948976035711886,0.6190633918642707,0.14102068786910263,bacterial_leaf_blight
tomato,0.496805674025371,0.4671646010387821,0.07595576980176644,0.8747918380009156,0.3755048790229933,early_blight
rice,0.3657943121895596,0.20028153725436204,0.17789831671688844,0.5039640230321454,0.28803157707039306,healthy
rice,0.7287967416786314,0.11563193524405582,0.4497380860621739,0.38049056744099385,0.0017767457592956614,bacterial_leaf_blight
rice,0.5585919071112573,0.09843719794790956,0.18891194658708513,0.4597469921009647,0.6936108608953033,healthy
tomato,0.7503120898972999,0.48355682656816446,0.16157455965030676,0.577121163489084,0.40212812683466426,early_blight
citrus,0.5871172904270623,0.4428089096874214,0.28058638761903604,0.263996858841924,0.4667340076326757,citrus_canker
maize,0.7921838316576706,0.005606568412341383,0.05623145931466898,0.7427437188098882,0.5597597705600194,northern_leaf_blight
citrus,0.5035072308052082,0.18282130957362408,0.3651600966569685,0.4019101829148718,0.14628935289318215,healthy
tomato,0.5922937497907802,0.5118657092819617,0.462926034125595,0.3109784192142969,0.2440471101597067,early_blight
maize,0.7774659316743447,0.5201641782958127,0.04168470024233182,0.3744095891510393,0.6557308861665231,northern_leaf_blight
rice,0.6438926580331448,0.018042340668412028,0.4686547129871137,0.2660198646237203,0.6594863530325171,bacterial_leaf_blight
tomato,0.3481471088461829,0.4358867034448936,0.08973716010278673,0.471282694071893,0.017778807683936502,early_blight
maize,0.8467398656018231,0.4374989165146015,0.23512863882544222,0.2363327849972733,0.0038330981338279943,healthy
rice,0.3393817122404912,0.4747341692559181,0.08203428472539097,0.449657637072088,0.3048501387761102,healthy
maize,0.4366070462691015,0.02317039981120454,0.2668020775360027,0.23582161464524584,0.2661113270932753,healthy
citrus,0.2708731367344767,0.14705797412553184,0.30093257806662016,0.7437945982712351,0.358354071323512,healthy
maize,0.3365841258724258,0.36328520831696887,0.16084950505310036,0.5098720354903092,0.41358887607449873,healthy
citrus,0.28986894412243797,0.16677839750457144,0.2821881269958382,0.6618746069721504,0.46915881924226444,healthy
citrus,0.47334074351708566,0.4922192550464447,0.6210980993300921,0.5560667223890681,0.589675934038876,citrus_canker
maize,0.8685691190209984,0.5682642384352085,0.5432248756661698,0.8057973299490839,0.6858501278765292,northern_leaf_blight
rice,0.5348199491538407,0.26369304764987794,0.17338977776257347,0.790304509854457,0.3003570897961161,healthy
tomato,0.317619285321883,0.49251694838146937,0.49996096147571994,0.7697339546444399,0.5613934076871827,early_blight
rice,0.5900134210346484,0.2882991530852874,0.4635262254912803,0.4752783292465832,0.34182553925819115,bacterial_leaf_blight
citrus,0.3333247566696867,0.15554803343114176,0.28804222198034246,0.37336006550332584,0.2512119147788632,healthy
maize,0.5017398341691863,0.5735430212959947,0.12027086780246675,0.3625028257919689,0.6999497842266578,northern_leaf_blight
citrus,0.5103412798512239,0.563228418921614,0.5339047253668785,0.6090874113438756,0.5800281146731997,citrus_canker
rice,0.7457816674434138,0.32929510493798825,0.2473995773862524,0.8850682630527176,0.6327816876765447,healthy
citrus,0.6084157613942488,0.395685391027702,0.526101075481808,0.5038526717639175,0.5414112987165463,citrus_canker
rice,0.28345238506953735,0.20339700408058956,0.03317918811826871,0.19077399941814768,0.6888954840817669,healthy
rice,0.6247144883690972,0.5208122847992754,0.5879901695782315,0.43932339023204353,0.48525643179527,bacterial_leaf_blight
rice,0.7531540205212787,0.42153808065198856,0.14940460405319533,0.9402481373586145,0.523702403101014,healthy
maize,0.5291678903773462,0.5564699540721014,0.17883203542528175,0.5653951831501997,0.3148573047231722,healthy
rice,0.5931859244999649,0.5723943631199664,0.3314926016074753,0.21406044154033166,0.28144603374399413,healthy
citrus,0.6175659757998988,0.07774100949555224,0.19298432169300703,0.6588805655700879,0.31352506706403255,healthy
maize,0.6295727499704575,0.38684161553123386,0.35597253120307,0.443289139329498,0.30118835509353203,healthy
tomato,0.4363543279358711,0.13836599551394463,0.2100899899851022,0.5039318467387289,0.05475613955741231,healthy
maize,0.6409559403833779,0.4302661235905073,0.31872410881990687,0.9345477493470715,0.024537730534778122,healthy
citrus,0.33436920004852494,0.043585100213572925,0.4659206941504972,0.28591372119776837,0.11575792285124337,nutrient_deficiency
rice,0.46530580275181493,0.19361892087893134,0.04292122300428335,0.642204336662229,0.5803883182197586,healthy
rice,0.6968193608632909,0.035478921040496755,0.3199847442026792,0.7548424943318193,0.26046587909511126,healthy
tomato,0.5390217738994239,0.29139348801170967,0.2518535141159677,0.6415958074026131,0.344445941379739,healthy
maize,0.6407478931173326,0.4936823505980633,0.5305592462485995,0.4488314868835073,0.6185498065724097,northern_leaf_blight
citrus,0.5319037563719637,0.5324285240950835,0.17017350081310978,0.7006583024574824,0.2512673045109549,citrus_canker
rice,0.4124476999597513,0.10624371794331215,0.34154280911940926,0.7568351050929962,0.22791505880578214,nutrient_deficiency
maize,0.5748388551739945,0.0006735457648736642,0.16316695009659946,0.7584041711129679,0.561822330928114,northern_leaf_blight
maize,0.3834005925420715,0.11574521168377504,0.42773127778293274,0.2911313151219928,0.33149657869545474,nutrient_deficiency
citrus,0.911347423114696,0.040104368390228996,0.40855918399985075,0.873978489605568,0.09200698626470387,healthy
maize,0.8638496032565919,0.231180842639085,0.16201639290089648,0.5877276603241975,0.3199322481274564,healthy
rice,0.6087739804581578,0.4058627092587167,0.2364891879574949,0.2713886310053666,0.055073191255611484,healthy
tomato,0.4192773782157393,0.46010477904146957,0.6327328152835122,0.25324907134090063,0.44673024219506574,early_blight
tomato,0.8011985097394697,0.45006035423357765,0.42171845427768173,0.48506792463132536,0.5364797283792146,early_blight
citrus,0.9135644264316787,0.1658179096945595,0.2885761497006479,0.8379420475946524,0.1236830567972103,healthy
rice,0.3426307035882243,0.3314910419981635,0.2998610610435479,0.7510581593776244,0.45458587158267477,healthy
citrus,0.45779986297221315,0.32316802899106334,0.26038156541401924,0.34355797680144845,0.6402690747789812,healthy
maize,0.29766502358658087,0.4772724375761194,0.5142859583105284,0.5574801198754906,0.21889144741086178,nutrient_deficiency
tomato,0.8392689662730887,0.5252765576979507,0.08599073897139299,0.3996249564954913,0.14045535856378474,early_blight
maize,0.860901794228949,0.18898780494749245,0.3634034126226132,0.40426417369279055,0.6665743287990603,northern_leaf_blight
maize,0.6345728894600537,0.5207117867611858,0.4144418084704869,0.795342645690319,0.591076616370012,northern_leaf_blight
citrus,0.757896811510412,0.38545899233173236,0.22219131277134302,0.7183738579331909,0.3442568795829565,citrus_canker
rice,0.2725423031604567,0.21096513276187548,0.5812449256148355,0.7633114035204907,0.3440728275312068,bacterial_leaf_blight
rice,0.5227627007087673,0.1967485403458703,0.4466252088240032,0.5057446374622142,0.5064576558982931,bacterial_leaf_blight
rice,0.7747044909577089,0.2885994134507951,0.5639715661049104,0.5609735809271796,0.5023078815736479,bacterial_leaf_blight
rice,0.866624675378133,0.5740553361031963,0.3545784662829664,0.6059029693323978,0.0020270645395394694,healthy
maize,0.8778041634984031,0.40971640319097363,0.6200902685798352,0.8905613926658529,0.2715914737962783,healthy
maize,0.8198162379050049,0.4622130864122324,0.485985217011315,0.8608120982199043,0.2180635418294176,healthy
citrus,0.6024666441432307,0.5463287043563005,0.2965396679439472,0.7143012209644448,0.21409066849312397,citrus_canker
citrus,0.3774662061438455,0.2161681901122804,0.08790271346419588,0.940158639598839,0.16306911714783534,healthy
tomato,0.6486713066659597,0.2983272106518745,0.5256280414035019,0.2076430263528153,0.008758601281297162,healthy
rice,0.5863549152222987,0.29033379600292825,0.566764867172558,0.6302856764021658,0.17282548930777256,bacterial_leaf_blight
maize,0.2973756909822946,0.14948510743084328,0.1732124623686233,0.4427722261040589,0.647317958036594,northern_leaf_blight
tomato,0.7894434505134822,0.3124412813450668,0.6438862900900091,0.21897227979532896,0.48380495486410957,healthy
rice,0.43582606642899496,0.11780451138917004,0.3485262698303396,0.4829630204905095,0.07396008626618752,healthy
rice,0.873128257684401,0.1932414986650096,0.21302345382980992,0.24243720024954307,0.06692835294270472,healthy
citrus,0.5574563364266705,0.0902668302876477,0.4373762930369921,0.7888482790690787,0.36142269491394907,healthy
rice,0.519810678770123,0.16216073164769276,0.5361832332822274,0.8351593177286878,0.04549304548083341,bacterial_leaf_blight
tomato,0.44413649894271784,0.25932130482234206,0.5760792216781541,0.7571638058689056,0.037833028127950495,healthy
tomato,0.663238388092537,0.0008729078336636919,0.32811627865981385,0.7480382789364808,0.4336746934799824,healthy
tomato,0.8961677399056702,0.08863863859304208,0.4740878448704185,0.21851932063816723,0.45500329205051626,healthy
rice,0.5150387552483306,0.47777964961530145,0.05640202453760978,0.7659388286787583,0.25861222675561785,healthy
maize,0.4482481670284588,0.42554013629546317,0.45575391775717033,0.7921735830752703,0.39173924245599606,healthy
tomato,0.6724557995309433,0.08848595024695757,0.42183562544112707,0.34386939860539334,0.3612191870924683,healthy
rice,0.3209335203669472,0.542313161920995,0.21900190249017817,0.9082964053995801,0.062026005200116134,healthy
citrus,0.6887824404877221,0.29787846576757243,0.3309263589738854,0.4162922587246132,0.2646236929047006,healthy
tomato,0.8938595293213604,0.1386058810481192,0.6499078322235515,0.7990078371294638,0.19154472718362733,healthy
rice,0.4697154285545736,0.5054567159229973,0.22847324876182343,0.6673341116330067,0.10254275705613469,healthy
tomato,0.342624782749072,0.231552233645377,0.07974230148682875,0.48346878856756786,0.21155188878216555,healthy
maize,0.43290558848231686,0.4728809284500508,0.02031916730337302,0.7089801774403082,0.6723334802956011,northern_leaf_blight
citrus,0.5116084739381421,0.3606066893373036,0.44009996429489784,0.34621343253051373,0.4621295455907637,healthy
maize,0.8652328110435537,0.04018882912955906,0.0608649676055024,0.7937838946071551,0.5859773522208042,northern_leaf_blight
maize,0.3855938144252951,0.1494702627433014,0.44089272757663095,0.2768023972384249,0.6060059115989912,northern_leaf_blight
tomato,0.8976532815109189,0.2503746997594492,0.2530864570045058,0.9529490014869695,0.19726475755919737,healthy
citrus,0.31344127136455896,0.14607863736392268,0.5773164814924694,0.22016320573431042,0.27936527996240484,nutrient_deficiency
tomato,0.6253766860337621,0.02061286108106581,0.5267968036163471,0.28574583575708756,0.05934240970482965,healthy
citrus,0.5456245285144699,0.044182303678109915,0.5424303933942403,0.7768869156959461,0.648262007434684,healthy
tomato,0.3597491805019842,0.23139297932889585,0.36113788165562155,0.3726033474258839,0.35160588888958877,nutrient_deficiency
rice,0.4332679347811218,0.3479697192314268,0.43166546271022477,0.5527780833192872,0.22246791704760668,bacterial_leaf_blight
maize,0.7775321570075744,0.4986855349948237,0.5661921514040361,0.4240407863810094,0.6531251625749769,northern_leaf_blight
citrus,0.25786976167599174,0.526527818361308,0.36498332436596304,0.3079133560620002,0.1926810135663501,nutrient_deficiency
citrus,0.5229694199653756,0.09993819327466058,0.09936866863323465,0.8730424087220319,0.6637117247901712,healthy
citrus,0.4229893747768603,0.016773726166245024,0.07639144640221401,0.5030952780120072,0.43961076966522444,healthy
maize,0.8190437469046326,0.3411669826621221,0.552062881918124,0.8780741319201486,0.6503013290692337,northern_leaf_blight
tomato,0.42061871502562154,0.5639260786060158,0.2720768159959833,0.5054981443708988,0.18599733714765307,early_blight
tomato,0.8336176055586958,0.20789625204799644,0.2915095559233248,0.25594901352152644,0.3513410009207752,healthy
citrus,0.8663939186482461,0.49213971868322737,0.5539868056053451,0.9424829930642717,0.62148483277055,citrus_canker
tomato,0.2946939026275066,0.21765259725554068,0.5809232423451329,0.36704905003963884,0.6809879426044517,nutrient_deficiency
tomato,0.7243084391604391,0.5281516986387451,0.5038931281460299,0.7511139122160915,0.24362611707906384,early_blight
citrus,0.5352491767811497,0.41554025270527667,0.6325222239137396,0.4825436362524318,0.601947927611111,citrus_canker
citrus,0.42528418688774305,0.31868095322178586,0.5542921684008335,0.3549620010111557,0.5015317428516544,healthy
citrus,0.4843695676795442,0.4982797711577937,0.46797042435565067,0.6048551114220122,0.019968126364796532,citrus_canker
maize,0.747171317369599,0.04245397838288283,0.6477640206435227,0.18335544083459804,0.5516302359411159,northern_leaf_blight
rice,0.2551704966601994,0.26936147000936017,0.3496254571321903,0.9161222920288681,0.010864011825467888,nutrient_deficiency
maize,0.44747728711471385,0.5606075679933176,0.1306292617015455,0.879868828902074,0.4906524848083183,northern_leaf_blight
maize,0.3594373385843126,0.5214629292525492,0.2615621632190635,0.6350093113544044,0.4954467279443198,northern_leaf_blight
tomato,0.7020714260229708,0.27110099614234084,0.5051815300330279,0.5015180800802651,0.5924233377914604,healthy
tomato,0.8078535307495254,0.2333575553290481,0.6020778020494639,0.42040582642558144,0.2985163220585594,healthy
tomato,0.7812203155391074,0.48704722362415753,0.31411980667105194,0.34037942758726203,0.42123832404972744,early_blight
citrus,0.5143891427413503,0.3802949566109801,0.2561117261926788,0.40140008925564025,0.35822748156725503,citrus_canker
tomato,0.3411774380388363,0.4218006410758028,0.10179769507167062,0.37315792689163074,0.025062955406868113,early_blight
rice,0.7005557029332796,0.4252318493008496,0.2881769144437486,0.31250844496638175,0.08728367367884948,healthy
rice,0.408908467626949,0.3811598131534576,0.22298639472177442,0.8587012899035893,0.3810164717110744,healthy
maize,0.7842694455081677,0.54547581706507,0.5247023470190928,0.8455814644746735,0.30969801464324276,healthy
rice,0.660363478046432,0.15194867244694438,0.4393850341203594,0.4757444067668468,0.5758789383350991,bacterial_leaf_blight
maize,0.7939429721806869,0.48427664047442087,0.33880594870721825,0.7691392447163838,0.573619119797982,northern_leaf_blight
maize,0.5303302220932691,0.389258784788156,0.5206786072263141,0.7681796007072779,0.6654731838112057,northern_leaf_blight
maize,0.8301875208635218,0.507544368405766,0.429841536098017,0.637990517335083,0.6471992741062105,northern_leaf_blight
citrus,0.3396330430944886,0.10312706038257258,0.250586225281897,0.24104439203941802,0.3869156935380071,healthy
rice,0.35025047785596897,0.4651634655287782,0.06790683157860446,0.3457355669429505,0.1319825343481349,healthy
maize,0.7549004653701478,0.22690753249704534,0.599834339553145,0.4679629649412978,0.33069251578556447,healthy
maize,0.9181976525453213,0.3721149609567892,0.06419914691086549,0.6814621899466102,0.45728333342562577,healthy
maize,0.39245416066506467,0.5498478322401733,0.19125148296511374,0.8633132569947171,0.4784071731367152,northern_leaf_blight
maize,0.6053928718195494,0.3268377276245095,0.5390539031844771,0.3529558669959489,0.6848232541825422,northern_leaf_blight
tomato,0.8608026189489922,0.32571895500792813,0.23150145056458624,0.6647015562219847,0.16499225361042996,healthy
citrus,0.49465861068508166,0.35319341817320427,0.194137541430762,0.2519510577726919,0.40122865242956335,healthy
citrus,0.7699308137595151,0.050696583890810894,0.6390052291606263,0.4094794670328764,0.3740658605856558,healthy
maize,0.45808715853902615,0.012160690754301581,0.37231530410836994,0.8123132135097832,0.49786392356934195,northern_leaf_blight
maize,0.49467411075662493,0.23468076718135278,0.3032346218952273,0.532929487405523,0.5937355419290756,northern_leaf_blight
citrus,0.4591591018022949,0.11410170194127257,0.4274244151498943,0.38247100146517876,0.654781077090029,healthy
citrus,0.6290245010379786,0.26300988376515627,0.6083110841560564,0.9128834463527866,0.2588692161156794,healthy
citrus,0.8159236717790425,0.12098112840087698,0.43276679882739416,0.40385903774112375,0.0034545898990859356,healthy
tomato,0.32255835085856077,0.13444876247417012,0.10412624594656181,0.37196362437184105,0.30965022116322294,healthy
maize,0.7288271824868318,0.07626198765345191,0.28109943795559883,0.30274441375258043,0.37396207531634207,healthy
maize,0.6125749273764822,0.4834185603003743,0.5845401147165564,0.9071886963882276,0.42534857271044935,healthy
citrus,0.4943566999949942,0.1778685610728654,0.40821727516196266,0.3123448925188982,0.5434995658845817,healthy
tomato,0.8289527057548132,0.5554543695118093,0.10256857658028873,0.6556324565662339,0.22676964888694504,early_blight
maize,0.7089447905662356,0.14984347204592136,0.30106735450722893,0.9095780473340354,0.42359289879338907,healthy
tomato,0.8798809348623279,0.21732329287004123,0.4597302324648604,0.8434240954215375,0.5729964240943647,healthy
tomato,0.43104188085179684,0.3352543824702847,0.3775800347408679,0.4783275133729124,0.5278500032272148,healthy
maize,0.4385397540781667,0.49722224260506187,0.11405476638795635,0.27551062218602285,0.0800231486420509,healthy
tomato,0.2507127846139459,0.08211221884838155,0.6000777756849094,0.7364222943915941,0.4335969499912271,nutrient_deficiency
maize,0.7692656883292078,0.4193180622747156,0.2938175118450279,0.8018740869723469,0.47057419237382864,northern_leaf_blight
citrus,0.4412728397262148,0.4475057728364096,0.12053555292633483,0.8489242750699864,0.3818138057874244,citrus_canker
maize,0.77007909874929,0.36661523221172604,0.19466479339950638,0.35160574445966214,0.01948830140560883,healthy
citrus,0.8556853212168027,0.3148683474320113,0.31682237257991636,0.9248303967418816,0.5673568085726628,healthy
tomato,0.40574605054876833,0.07723118475997866,0.45125391487313526,0.5962876044617218,0.23358148541012783,nutrient_deficiency
maize,0.8772185221728168,0.3307753202576848,0.46192637293652244,0.2246683741557754,0.27809882644644596,healthy
citrus,0.8252594905764769,0.4488470112699783,0.39467973421179975,0.9198034499363954,0.005801758638440013,citrus_canker
tomato,0.6783290681254713,0.49518218324568614,0.020468788544051302,0.35165475409961555,0.1123333432322688,early_blight
tomato,0.7073952722061405,0.40902536410815027,0.014878475155636034,0.40207672901004965,0.11847283815088265,early_blight
maize,0.3060035593483876,0.5730890477718941,0.5001739329615474,0.6886081512455617,0.062337584013395925,nutrient_deficiency
citrus,0.8156401079472329,0.09044648137188477,0.13332424662026254,0.42069941237436403,0.5932056280074472,healthy
tomato,0.7682528060617831,0.05859301529199879,0.40281481847645584,0.8228171991258106,0.18724679212832387,healthy
tomato,0.6450181422383181,0.3426516305767044,0.37486296327482355,0.5282979475765475,0.27676224364779495,early_blight
maize,0.7857447537744453,0.3019856443009276,0.5465993568782878,0.23738922449812358,0.6456816790387838,northern_leaf_blight
tomato,0.2861323797475893,0.3567919412159778,0.2956228349800925,0.7623004577312973,0.3634564333815519,early_blight
citrus,0.8917652483376515,0.3643597947223472,0.20784310515542087,0.2463548137913606,0.03552660563188809,healthy
tomato,0.5221029728270692,0.5463855627583228,0.5449414138014264,0.9191585143692804,0.6215596083222334,early_blight
citrus,0.5581518721333647,0.35327965207723966,0.10643970580281267,0.18618152278623878,0.6878613885280788,healthy
rice,0.4420821680786397,0.2723247202906993,0.2628788622026325,0.6511308133272891,0.22734500733701427,healthy
tomato,0.5304838567488485,0.39648028773891536,0.013367743986892106,0.3671271061715318,0.4685151963178555,early_blight
citrus,0.2666766205715254,0.40029363697492976,0.5631112158222596,0.7995372620979908,0.6173777236723915,nutrient_deficiency
tomato,0.8675825487280212,0.29306686159325657,0.2778349137502019,0.5896633601587905,0.3456430248883652,healthy
maize,0.6330894018340004,0.5585165260970546,0.29833480198321616,0.4781426433631954,0.596170855813144,northern_leaf_blight
maize,0.44263883666810655,0.5384482011740673,0.4166552300659937,0.8872415297206493,0.3607960771653025,healthy
maize,0.913216865526818,0.29072185814958773,0.44076016839682075,0.8454223840029431,0.05791756134482819,healthy
maize,0.5642477515322895,0.24575618879628128,0.2472358008682435,0.49134887668650945,0.3184538593581749,healthy
maize,0.6138596492455615,0.5415402735675485,0.5600645759549712,0.6257210727417506,0.545326946665373,northern_leaf_blight
maize,0.5037372199490656,0.04774186361460707,0.08781239526693417,0.19948500618693923,0.6401153174027925,northern_leaf_blight
citrus,0.2636069806569102,0.24885439587187455,0.31044398038046767,0.895826079961747,0.3389030165236332,healthy
citrus,0.8127432611891584,0.5473656307061044,0.6226343792788218,0.7831687136650571,0.24208374994163237,citrus_canker
rice,0.3624917200163736,0.4733980918716688,0.39018219984970837,0.6922748263700191,0.6544162621686551,nutrient_deficiency
citrus,0.7221368071169618,0.46740792704089035,0.6310473587633155,0.7315008908319156,0.3650323942308315,citrus_canker
maize,0.4178996394246111,0.07291370528877579,0.5185478081400896,0.19802285469963138,0.2599331336389978,nutrient_deficiency
rice,0.2948866485681011,0.46400976420756995,0.43768004625330553,0.9121432280384225,0.4541469986189132,bacterial_leaf_blight
rice,0.29600486688888594,0.11167933980565646,0.03260889528989444,0.7177126334375648,0.33483860829733547,healthy
citrus,0.3202319395735544,0.29625160751105756,0.27193679488057165,0.2581424793354765,0.3491186940918469,healthy
tomato,0.30192802565324367,0.051403740030992066,0.4365895238205031,0.6468221048020294,0.310255215778332,nutrient_deficiency
maize,0.6461541113459698,0.3844115425948628,0.6433063050312102,0.190421837389033,0.5580203994108424,northern_leaf_blight
rice,0.6660952511029796,0.4845689282279798,0.10587362809262858,0.7263743833014105,0.5995485018859438,healthy
maize,0.9083955158773587,0.4724023594535422,0.26860861206538583,0.43978837306423996,0.11257602561392965,healthy
rice,0.5228913004972419,0.36942993810205726,0.03936591114929547,0.8586840092516512,0.4494847742440185,healthy
maize,0.35699086959169635,0.31083260981091304,0.3932059138213145,0.7405262251378775,0.08129594226624405,nutrient_deficiency
citrus,0.4766585026434983,0.4169456156797742,0.001233678579599784,0.7265179678774158,0.39045434481978536,citrus_canker
maize,0.6031813028741356,0.5704041494357505,0.4205232300778614,0.9242887669229036,0.16479043354103676,healthy
rice,0.501960705658743,0.11043896381839051,0.5602951370089744,0.49973462965950266,0.16836684615016523,bacterial_leaf_blight
tomato,0.9123590687315044,0.5108536535104502,0.33289428425285883,0.21234577739340174,0.41097815036642393,early_blight
maize,0.5736787093001287,0.20033810986111059,0.30180845430871445,0.7366503616372237,0.35978962997658165,healthy
tomato,0.7102447107746188,0.28816524065057275,0.06282936632520784,0.5516792721068544,0.23249447636120837,healthy
rice,0.8672452680445166,0.5390405291422341,0.4634583600920794,0.8062601807744918,0.5258023816351621,bacterial_leaf_blight
maize,0.6811588204428178,0.5062254594409378,0.5054093614581497,0.8116905036773487,0.3183919040387213,healthy
maize,0.7153916378348739,0.49104325047635583,0.4545545575250932,0.8135318924520571,0.0395871245469528,healthy
rice,0.29311746836611924,0.07471803193459262,0.47226987182310043,0.24153175724133755,0.0595795500308485,bacterial_leaf_blight
maize,0.8098781302080834,0.18260012620361218,0.375730363436442,0.36132458668028955,0.41200350558567,healthy
tomato,0.48741862491498933,0.23564983185493102,0.41529264308014174,0.27150272939322456,0.26158838203665746,healthy
tomato,0.2886204699198742,0.27527907765721177,0.018480201223455783,0.3185189853424399,0.4552853098878142,healthy
maize,0.7565156022874776,0.276926584358244,0.5352334557973591,0.40130346548809814,0.5357388224829022,northern_leaf_blight
rice,0.7268142782616741,0.38935632936394865,0.45780963163025895,0.57869680643445,0.5042679982131237,bacterial_leaf_blight
maize,0.4196437780814535,0.15971379115511228,0.44824353070910855,0.9209545299758684,0.3241430347810562,nutrient_deficiency
tomato,0.8735386496239655,0.4814528771697586,0.6350618403965461,0.6589300052748044,0.6924822036259308,early_blight
maize,0.3816128316114361,0.382124105140518,0.31548217056614564,0.9287019387275988,0.542856730576592,northern_leaf_blight
tomato,0.8781393505115305,0.050778595302844516,0.6473863803697553,0.3614473422484996,0.24593044078895185,healthy
tomato,0.853624613881773,0.5427156522670598,0.19505389742736104,0.7825171948542202,0.18684317499866634,early_blight
citrus,0.6077111188454065,0.5627105675518457,0.6235402610204067,0.599763253662688,0.6321755912994492,citrus_canker
citrus,0.8602098917924751,0.0385068908935055,0.6377406822566175,0.22548493120877272,0.31311206778707423,healthy
citrus,0.6352545800004509,0.26252865791742225,0.07900422565923008,0.5431488815964826,0.41914901179763353,healthy
tomato,0.2654232716343361,0.4085453359049097,0.5706362410725561,0.5507762156792344,0.2384599085181688,early_blight
rice,0.25188094015737994,0.027476251329205465,0.39478179667979,0.882627446829241,0.4900780943003611,nutrient_deficiency
rice,0.49538592153974154,0.16274485286872034,0.34621924313720864,0.6954876986170653,0.009942974800146475,healthy
