crop_name,area_hectares,rainfall_mm,avg_temperature,avg_humidity,irrigation_events,fertilizer_score,soil_health_score,yield_tons
citrus,39.66613897862408,144.40849815585227,24.564346535774767,42.21091685553379,65,0.41222262553638717,0.6515921204160543,576.5630778449661
maize,0.7937860858723544,194.496249706778,19.380436901128437,79.59728993286758,30,0.6576491140306846,0.8886447926466883,4.062062386867788
soybean,25.6822684199762,81.97071463934282,17.15180288405116,77.08162459976927,28,0.8829134298976945,0.6000702988979706,53.505105588239864
lettuce,45.42232431849831,23.06206687401965,16.796725420293555,83.0203844280414,11,0.5929676105080913,0.6349525479715877,636.2992873523684
wheat,37.71707097325866,46.395479772998584,33.45405665043644,91.63749261346828,32,0.8724253023110036,0.5694603446559893,116.32785347769834
maize,46.490964487653116,45.15025577459219,28.24144544723484,42.80379980472198,57,0.4608459066963807,0.5099908517655404,202.33547674168994
lettuce,17.917176138437796,152.13787569886964,26.48540320516088,80.74797798491178,53,0.5555730824939507,0.4878177744637747,363.8041289207504
lettuce,17.170243806438236,122.13290260214353,18.70141657024943,42.87743717915773,16,0.9090698506854491,0.49751038190274355,320.27653027369087
rice,6.756881523086349,90.13709689506582,32.9426163003961,83.32803987983283,35,0.5170226524644108,0.9365151606250018,29.564418156105976
soybean,30.44433356367591,234.0379582879972,28.57407366323673,58.69703729877676,31,0.985205043941963,0.6996846411042877,95.82653654404147
rice,27.050523742801346,67.12679973487936,26.734989645589323,83.97782018821471,40,0.3830550045231318,0.5553835784661608,106.828266549504
tomato,10.413273217456979,65.2277642482407,27.786597649202832,63.198356736151624,67,0.43133660248636146,0.8740850482146673,352.0254810929264
soybean,15.010196299342805,78.26101211446237,29.5685368451692,73.43793729933957,6,0.8094932832256625,0.8079617482391678,44.438467562035704
maize,22.629108494381583,79.51158788829402,20.455131821756957,86.73522838107982,23,0.7942972697348076,0.5745127350374009,106.46367776323491
soybean,52.01806294585276,230.89863283403895,20.95428480840426,37.69050528272716,6,0.9811414462179583,0.8180514217166475,154.72225141436414
soybean,45.70758523872982,118.55191397933432,28.073550863839294,47.63547470648663,5,0.6895954258193026,0.9303056296203658,128.822918899496
lettuce,17.299568113459472,125.80134629273671,18.30117483907882,65.0768046121434,22,0.8132624304693902,0.7109162866523611,322.6966668421126
rice,11.529482042269782,182.37069026890381,32.48899758886305,76.14807636576208,37,0.8924748828900265,0.47617663637074475,57.35364936428998
rice,31.94183056672849,101.11318082952458,24.772951378482134,88.48058000675206,61,0.3687876407490313,0.9960305735494401,144.89078589590412
lettuce,9.031824988980569,122.43242140987076,32.45142209681424,54.4185800243345,22,0.6004921122687377,0.9568972043363382,192.7156551509072
maize,24.94716109908059,115.1777813658523,26.585121303678765,87.85727455562765,46,0.7367453128252268,0.4601526956977599,130.24939566391214
rice,3.2193378297612303,71.67036846188104,34.79777218165499,35.550795624426534,48,0.436846625543554,0.600779117618607,11.969390672399488
rice,45.432764359067725,220.76499010232615,31.434591128753425,50.60687366035551,78,0.910982587525924,0.6947437075982019,239.94602001266534
rice,27.572202653874555,30.34308255844946,24.2599673170373,66.0971391086829,31,0.3860798068263745,0.948353301266293,118.14362775210024
tomato,23.311181109308507,186.16414962416357,22.805134068317862,78.53169433083363,17,0.7331678483696809,0.6139186324948807,887.4709687406734
tomato,22.39343173884566,159.0333251245324,27.755632630956505,64.98300386609853,77,0.440256027023918,0.4727610283904861,765.0143331987427
lettuce,25.773170700713916,53.91431849230625,30.635944712317343,55.34849924408917,63,0.6334703757284625,0.5275552122898907,489.5190674633699
soybean,47.32721619365033,154.4045361601518,16.624866985515986,68.62897317050118,65,0.7380912005946485,0.6475074373541319,100.07956395868092
lettuce,54.03456894775604,122.98351365613667,17.193640159253267,81.40930559799276,63,0.7720821112454495,0.8104378225211037,958.5171843088917
rice,28.835838735427508,158.062708238305,34.04167523181279,52.340348858199675,41,0.4094748839566933,0.4750660087624776,117.14428499362914
soybean,23.265888780907765,73.29184984797419,32.379902707698335,45.852862522179805,15,0.5733285278555329,0.936223351097915,61.96182682071438
lettuce,19.072755901881457,177.3057572973927,20.688056444546696,89.22946282669614,49,0.6393774947444755,0.4567533234249719,376.8882019645517
rice,1.1107109115481308,50.78481028174211,33.245411668476464,86.89985033225831,77,0.9074296652496174,0.5924379118145093,4.84378486333595
wheat,39.12671444926903,82.31912994858969,18.462208505115772,45.16567093609766,60,0.9053044383653622,0.8949462173018323,122.62934148118339
maize,54.377937612348454,165.65452405700148,16.663442252943668,48.31029217099204,8,0.4473302834403522,0.7709957841203201,221.96837199245044
lettuce,51.31114183700669,106.30815402339215,17.208877535613812,36.35821955530015,46,0.762896626702217,0.5549232384535739,840.6771447105353
tomato,30.91519210310818,153.7437675302542,34.412417535516596,37.883682645802246,65,0.8987614422940945,0.9879028366819018,1163.5837966325082
maize,29.94399146535266,113.19002703311233,17.370577589179728,63.7479705199367,77,0.45197562859265994,0.5678511199436391,114.93793297884143
lettuce,2.835784699762353,74.11402657060827,25.052798326039277,78.7367677172997,72,0.5325856511680682,0.5391508371500668,53.262729928270154
rice,46.86239953182219,189.46090271749082,20.522301006946716,57.88529148450348,17,0.857170253912937,0.647577665373368,219.7051302141843
soybean,50.92064565053703,133.5912569400972,25.982426426876575,78.04194491766233,36,0.6468157066789783,0.8371152688504677,137.77182002271914
wheat,17.35515869533739,124.3200992555882,28.688866514980038,74.23334303430408,44,0.42279814612076105,0.9599304041159642,61.14298827324224
maize,6.992127206441953,83.07888908958913,19.78074225594712,69.13042748939655,10,0.5328475402233064,0.7579909831618572,32.30941530822914
soybean,1.9283598130891244,66.79520037394315,25.660411596753598,72.92728219501699,22,0.5708029620471745,0.6743980214830424,4.5076458476987
soybean,52.140943545270424,21.048749460260975,22.56413460504831,76.38474241634003,63,0.9411871243759147,0.932968924566806,150.84404069042483
soybean,2.094413160991976,20.28297528396456,19.11476220125063,36.49101730446507,61,0.4630322275308645,0.6812232150695754,4.1202439074632995
maize,48.652927130474744,124.27874906030853,29.736621251179013,80.67035447369926,5,0.5600629827721424,0.8468014097595404,264.051336509389
lettuce,5.6782704705374005,198.14997951110348,23.64823797573139,47.46250918941446,15,0.9576198705591257,0.6047922939774182,131.2276755824759
rice,45.38406397025052,225.71573768385326,28.158202770341028,45.292631608715425,15,0.4145120470033307,0.4890099049794802,196.15233706206402
maize,44.030810548277636,193.2737854126608,18.517538161871645,59.306712220136454,4,0.5596174552791647,0.6823417697933742,204.5831262210721
lettuce,47.634112453003645,237.83990871706484,24.137959589555365,54.793543802873245,6,0.910516503629063,0.4676440770600121,1064.1113140805478
citrus,5.318302460030052,69.38522065934029,33.46354615271183,45.14712388981486,8,0.5999507553238226,0.5517038752623549,68.89690389530496
wheat,35.30487930991552,169.51895666663262,16.1291955440878,53.20543232707695,37,0.8325869362340245,0.6149659962901359,100.42323261583897
rice,18.75673917772176,180.5184063278011,20.037688073789734,90.07682475496843,15,0.9271970690085338,0.537107213462362,87.60405427124525
tomato,22.482528285455192,102.25625355791259,30.742961021304986,66.123648194249,42,0.9549366161589775,0.4928335272118108,825.3689715798249
soybean,10.413732936188152,177.2229994552952,25.031053060087135,75.8477996272197,26,0.671037829423037,0.8399026934292464,31.551763137795756
tomato,44.568726675958416,64.63523026295216,35.1242275864048,86.1704245071362,76,0.8475758182457003,0.5798204005063086,1356.6383944432323
soybean,38.385214749111796,154.74059920609233,18.39225127947568,77.97953302355012,67,0.7323935502393154,0.5821733218193467,92.78131168800266
citrus,40.18419959980355,40.50265589875395,30.090887896463826,73.43697733881449,68,0.35216047991944677,0.7282650890996076,529.9552515828927
maize,27.432688365495956,64.39698796046986,18.61444249620426,71.85742999672541,20,0.6236337099987075,0.4703387253639394,114.601362130524
lettuce,11.509224060746966,62.704980141103995,25.594338607394644,88.6465411000355,57,0.522532263765307,0.6243011736457675,216.25889284814915
rice,37.68332730114789,209.07606990048922,18.093559488967294,75.18427182292774,71,0.8273362323393567,0.6202253443313956,160.1170294940143
soybean,8.811056243091764,65.69384815605045,22.634496037399686,87.78573421072895,77,0.37289908079536943,0.8626462909768489,20.67094133129676
soybean,17.26196526497412,93.88637261333956,18.315902544231825,66.01878223656335,12,0.9463802243506358,0.7716306573419496,44.024534674564684
maize,33.333498539303314,96.08033089246211,20.41857246273851,89.27465555980754,73,0.39676315941360635,0.6451155886800237,148.70466621561175
tomato,18.39986905341376,150.5652257643015,16.287946497190028,36.645568531818384,61,0.9917775342728989,0.5034370581961548,550.8511219904952
wheat,50.75123370821926,211.42219921571441,26.370059952685956,54.626310177067424,18,0.6058769180193393,0.4960542478490697,169.83577002270013
rice,15.198999206322897,37.311702190211435,18.79183817024817,80.57549909544865,59,0.5875380447253914,0.8720750595223685,55.72625520146426
rice,46.19008225635299,34.28783818225547,21.488299246620386,75.40241203701765,70,0.5727319587695598,0.7581172319623,190.9810156581319
soybean,0.6020107684800515,230.16331730849524,26.444879008074164,89.68521437529245,17,0.7086519709759149,0.8660456359851925,1.6978664459079222
maize,11.709114020568354,194.0522733168895,22.717569631681684,77.5586270303877,46,0.47043107614135116,0.8395654297409627,64.47588795867786
rice,10.4166009574718,142.05220859838346,18.04401331225163,57.122402499213365,44,0.5084002690380288,0.9427697100156243,43.29296379964327
soybean,3.831718691265829,127.7116273868323,31.593740477347104,40.35455947933922,54,0.49281733054279175,0.6261597430241435,10.830911112033453
tomato,1.341379767830564,107.09828689029402,26.184878153206462,53.60681117241208,69,0.44359909870873493,0.8762281685313944,47.41318637274438
wheat,47.12703560284082,69.62831791308604,27.11185159314796,72.72453437208495,23,0.6560279548988506,0.7635429983941882,154.684967558084
soybean,4.894622111660965,208.78252536146763,29.18833260662292,51.523525801544466,42,0.8345703438018721,0.6724510516398969,13.657747459170814
citrus,32.051546942146004,112.68482948965512,28.231202376778683,90.72779492994641,11,0.4635039694425723,0.9851526731135749,488.00135232477885
soybean,16.283165396506778,220.28725573772826,29.765371891103843,40.558214633060764,71,0.9282102225563434,0.9043772848328988,49.371314551920946
maize,20.26562868205617,49.69354365442311,29.698580046115353,72.91737367142676,78,0.4808431745128118,0.7273803583640339,97.25936625913027
maize,41.94859888301708,121.75281668739582,31.56580343719755,61.87122078309969,7,0.35937423226490234,0.9854595522675018,223.4125523657844
citrus,7.140745813435662,169.50451469738127,25.90939188430108,56.83500200580454,62,0.7360578403592521,0.46372587681926963,111.11618546546985
rice,54.63126529186297,177.22245959685748,24.98618868718451,63.91753199504765,55,0.918851962170433,0.6606364866851457,285.4863135972508
tomato,35.10766212987409,49.518594930877924,34.3082263552205,45.15586589123136,79,0.5226732145223008,0.5780006174788022,997.3664721503209
lettuce,3.3177274241919354,30.655574001595486,21.91368189323568,67.54851851904512,37,0.3678537570189351,0.5076300259494158,56.86246967796502
maize,3.217987466222503,84.92394322799385,16.721011743543066,39.47058398343302,33,0.6200570096860466,0.7640821306913941,12.72665726139315
tomato,33.033810609051024,172.2816383156808,31.94006719638074,42.437808333865604,48,0.559770210799985,0.5914052494460555,1203.7810032038274
wheat,33.850477046969246,119.23074768383853,23.625887190057888,89.29344426487975,37,0.6789526840531479,0.7025717275457684,118.55745444157796
tomato,51.80738905197622,61.45083446591084,20.773995725045104,60.844641374243075,71,0.3664953282227487,0.9104194216141155,1636.0415914695607
citrus,27.376843248144745,149.7267461547896,20.07038158847991,67.24775589741458,31,0.5173330503349436,0.9571993406969626,399.0716372709598
lettuce,19.16711261961496,177.13695384759862,21.046421110707094,84.72243617518289,13,0.8903284374467093,0.9709551572865833,447.3818118173999
wheat,26.72095842989462,51.023026808147065,18.510568040087584,38.62045818506795,25,0.8270399457240606,0.6015133478871779,74.1932430207037
tomato,23.275176596165906,139.42799030361778,23.633334168897765,83.76510732736185,74,0.45821631008358377,0.5643034425169338,798.1210819800273
citrus,26.36932618238663,120.99540624340304,32.01855372764494,56.97496826341963,53,0.8681225438038132,0.4857448960537365,407.0917783039319
tomato,48.09275043526912,116.44682428257961,17.145676787549142,41.77541080672319,16,0.720735772564348,0.7659319764808649,1429.7101332626496
lettuce,6.703274723035053,23.815574804769074,34.145544072872895,59.964556442936,16,0.7264463091029124,0.8322561914409681,121.46441469002191
wheat,17.68768130359117,141.01178779835655,32.28775664494653,89.28780396814827,43,0.6762528109336918,0.7456456161445247,63.66834805990631
rice,43.21909093224542,84.08132643422302,30.97280114507862,58.76889422839954,30,0.4513151397360625,0.6911531969842529,179.38027052422902
maize,29.46332244992451,122.87753977712123,16.46140671865709,82.62321508838204,74,0.5513037736187021,0.9008001657839539,123.15493638589284
rice,43.931910749043915,25.672042019774604,33.880944488333256,54.97788993625582,42,0.8130262181316721,0.5910753765132233,175.7198986615744
rice,18.837088583602956,67.16868725216287,16.67988868447768,56.49612540248883,9,0.427371970524197,0.8441998909293602,62.30220768817205
maize,19.01754677621242,37.107624355143116,32.91923948592488,73.0738926155461,5,0.3597351562663336,0.562359127005388,82.38544022100002
tomato,11.507040583131216,74.89431768619659,18.202673916206532,57.663098125355575,14,0.8747903216570283,0.8009547081798916,362.2363825198836
wheat,47.55790048637011,71.18876312318102,35.55199826275421,83.33610433019692,55,0.381047298147124,0.825208588617286,125.53067460185731
soybean,16.51670000036593,152.7681649468236,32.46333514293184,54.592110283009205,4,0.540053649632632,0.9457167306252984,44.22427468568773
wheat,10.947755840124877,50.43570127505606,30.917445889957694,91.58991269399641,61,0.6226626946271365,0.815439764683459,34.71238258370153
lettuce,54.287220203104276,59.41703977489587,32.66410466941477,37.315807209546534,49,0.8559002773725736,0.8459661241337697,1137.2480207914848
tomato,32.632588984411576,42.08564006699339,18.776299867548804,53.15735241981744,42,0.35248505494936927,0.9749813481064096,918.8958370359898
citrus,17.440703788717496,218.43639157886972,26.827155115966917,39.3183153746299,27,0.5881260658104442,0.8176913012282212,281.181965163255
rice,31.931590895460378,144.74194183810607,17.907313673527135,35.87390727570788,34,0.5598426025739356,0.4610069714385081,116.89921682815636
citrus,16.413726487340472,122.35902463604027,19.45426453639842,54.23584110967467,56,0.3710474368617457,0.8335328228715805,214.39826742674066
lettuce,9.883603590388695,94.52483687914223,34.15248094593761,46.17278747032761,7,0.6096538683734674,0.6155262381761113,177.75428979036525
tomato,44.624564014050414,77.86742967400374,23.455197358514468,79.89748190063085,52,0.4328924857451445,0.8522312110127457,1514.2784649201747
wheat,14.506417165858528,43.687538233532635,19.00418939671212,45.89541125996099,59,0.912437871479948,0.7633618795268389,41.40880598847852
maize,3.614102004121353,189.13536529006154,34.38459904102259,77.40671953301708,69,0.7614921396495811,0.924532199991146,19.57477678128577
lettuce,39.5710758596568,143.2945203171879,16.99154633313264,89.74857124169984,15,0.9681124144557293,0.7531300279812652,740.8181156642105
maize,21.289824518576573,78.48791532960661,30.23549422913817,56.300394115507196,17,0.5734408215182075,0.7944207983003,108.02024848873153
citrus,22.65463100980494,121.25851229031097,27.813107587575878,49.08699641330363,14,0.7448658732008047,0.5895846789495696,346.4014084107053
citrus,44.72541706236594,94.25937488409062,34.28602612066726,90.95373280237689,24,0.39175783892689325,0.6983309881336389,560.6549933769378
tomato,28.912612108081547,64.9499359408438,33.54307370308,42.34017922278546,50,0.7002886948569433,0.8947688603280597,974.7638872443106
tomato,16.449843723893114,170.84461993351746,24.54640382010938,71.5857791832776,38,0.954296358638855,0.9656664421872894,695.3019722728441
rice,32.54027880224905,169.79609495909102,18.06244800149034,57.77284375040537,30,0.9521921004021424,0.8090323054529418,145.2730871233716
maize,45.19910955994112,90.63277735193768,31.090349479119716,48.63047742382581,20,0.9566675460490838,0.5659653112447688,244.69737559580665
wheat,14.305523480749457,172.59672313215978,25.12965296627361,53.50928074589241,39,0.41554529623733116,0.7990144624866973,48.51262806095601
tomato,0.4236227198161071,45.80005125431537,21.51171842788751,59.9251246964088,59,0.6238933138243046,0.6598140785122042,13.757221719584027
soybean,44.68158570700116,124.68203537897415,26.47158232360506,43.99431721559204,13,0.48069538696168107,0.7774906637191976,116.17011895707746
lettuce,25.097626524893926,50.07205997576017,24.580461199025535,77.62118960766873,52,0.5081848681355962,0.720998979509943,475.72111153285323
soybean,7.396360966208262,104.71574863750557,30.478636910757217,68.69748242063808,61,0.5494637238637532,0.9351227510468543,20.010503116950684
wheat,29.917288682303873,149.55299435841502,26.001041138434697,66.38391558185303,27,0.49129908175888637,0.8610187991878592,104.07372299958466
wheat,54.626192733078746,130.4440495028812,17.5343569938435,63.56970697720938,35,0.8936618422469463,0.9829057825823662,175.44969737550966
maize,41.97322425558689,231.38374861971187,34.00704844761634,85.56175831997922,44,0.8694236262746586,0.771922891514663,230.07336979435865
lettuce,33.29970808218443,198.2821379136348,34.15489886352552,46.48079178103288,57,0.9802385565051424,0.9483438527553729,749.8596825704873
lettuce,34.838645638582264,80.24584397921461,16.822055830565564,84.87155522047972,11,0.7657502514566108,0.7756721703638707,575.6127549101175
soybean,2.1712302250666133,52.92365273515185,18.983265929777442,63.6654518031013,35,0.6978572198719973,0.7397191438641361,4.769690693717955
lettuce,46.61314133350038,140.8472831521563,32.962835319699636,84.55448325434426,52,0.7974460106437138,0.8751975021520373,1015.7999077675701
tomato,15.232968622302083,155.62021404466944,26.51191959442555,65.37112289578953,6,0.9948225183785968,0.8746713167638542,629.3205872718909
soybean,20.298921461789114,56.3091377619365,21.80865101590027,87.25293154378929,55,0.8984367229442528,0.5500165020703489,51.09888106227156
rice,37.616507536009294,220.6793654160916,18.930724843852996,37.45714735490178,64,0.7454537963533255,0.8119079123420118,172.53075390321214
maize,16.914274976568592,38.618349556822245,32.972432801295675,69.94824523663296,28,0.7889755509861186,0.5903641714558139,81.15514665442615
wheat,33.66790048377342,181.43646460105748,23.5808391846124,75.15219810760193,74,0.7655356537123049,0.46261642598476527,123.545392412049
soybean,53.47923506763176,109.04377195616208,22.195148380869526,69.96220180730813,14,0.6691886510753433,0.7517254640720759,148.48450790019376
wheat,44.857534167248,150.01175014649468,18.875868350807966,51.508755671753896,5,0.5680984298350903,0.5005737663209185,122.1297305754567
lettuce,7.989715377372722,92.34990166562415,18.638854360574832,61.03136627149203,41,0.8106572428949372,0.9623191506014146,154.3375502891974
tomato,12.430923841348529,159.23551951568658,32.92251133590934,55.07710907668071,55,0.6936049739084205,0.4936556169857081,433.7673234133463
maize,8.707073117816252,202.29334826223948,26.818637519513686,53.1130001236768,56,0.39989263490129096,0.4724425691077627,43.871921568399884
wheat,6.641538459011694,214.66641601509983,26.452610641888743,52.67511756856604,31,0.5361113641001989,0.4743239190095334,22.74692207522577
soybean,42.4514406360901,237.8273703445668,26.246105987335824,39.516657632186174,7,0.9875951396989688,0.58210155400438,122.63461565259144
wheat,48.98788777352257,215.52527849047695,23.182901325091592,89.74453537729168,33,0.8118464823681919,0.7853030357160192,188.37109689672886
rice,3.7915430307378406,223.33476509415613,22.245030181007174,59.931554951648664,69,0.5200267592040091,0.5415296511134482,17.95634768834192
wheat,41.25123870115771,222.5849151578239,21.48953358296945,90.0565995662484,44,0.8503127246969775,0.870992749724677,159.56684428935318
maize,5.222020498625774,205.60218488109177,20.32224710027868,59.96900599587116,5,0.9738825696084221,0.4506998793099062,28.587153686449465
lettuce,28.771394642018915,73.68603207562609,32.99986725225485,77.8563579326172,46,0.7749877941356329,0.9718879463634822,598.1609662865318
lettuce,34.69965440336732,41.61441893340124,18.772174474242835,68.14732104852092,72,0.9627883601401955,0.9164243019284681,657.4606860871028
wheat,49.186315428182546,156.36264073808584,26.60402102576436,68.78610666128142,7,0.9857003834185879,0.7316112034815812,189.10722670470236
maize,26.04309773212799,55.19590339496089,33.37666073597974,84.19734669420515,10,0.7790442415845819,0.601718063720386,122.20759783907044
maize,10.318583660330548,57.42642175311358,32.03570175322169,90.37766642651731,4,0.5907820532557142,0.8844942803876263,53.825474570643834
maize,27.12333080584021,188.2108833845418,28.659026358471603,70.77630425857524,71,0.38408535871236893,0.5064562239531707,134.49259806669855
wheat,18.87815111062443,24.82794505085642,22.410999996252603,68.05271318530461,68,0.8377092749815052,0.6200348710162437,62.34723512072532
tomato,49.848873968036386,35.35168955149558,32.632102754902434,37.19545748947335,60,0.9772750809736553,0.8300268068110335,1796.0415626892025
tomato,8.336668952039064,126.73263928685711,33.680171127957095,86.94164234131489,76,0.39143799393282835,0.9454128723999886,277.3277930973837
soybean,33.82777566730888,107.42594070776603,31.81352024910555,47.4182908501246,40,0.4122846461869304,0.4764301174841627,77.8529300738558
rice,43.35491530474268,232.48403043486636,22.00259326746954,86.02440865501212,63,0.3789276889296402,0.8317701513657701,205.83350712548162
citrus,21.417800481775167,110.79078716949357,26.687420341518163,39.12663564732394,62,0.4428395919387382,0.8729467592683022,315.59616745594224
maize,34.0270400337387,238.8571444877265,29.160942161832914,87.215611925378,71,0.8423635134900957,0.9192174305824832,207.2352034873136
lettuce,35.06188096234536,101.4442124339391,30.070762847914427,37.471729955264415,16,0.9619243662168686,0.872238596316561,797.8540006329787
maize,7.461311165076993,137.93898771042632,34.70177186858316,72.01253141886804,24,0.41412341874475667,0.6783402228574499,33.29031226405311
citrus,8.433456081068147,224.85899000468288,31.403658591839452,83.29698873318014,47,0.5672055305626424,0.8556658314521121,136.33444377532678
soybean,39.682173584849224,100.29951191211312,23.878653424033565,78.52165562481377,42,0.9634325365334913,0.988854388506027,112.18851623297958
tomato,27.731373960665625,33.511666378061435,21.205988537715246,86.74949800097693,76,0.6519077931312047,0.5187048040114284,854.1432311538136
citrus,40.166527537571426,83.09837758747221,33.95636194327808,62.873011739183,11,0.8122310253531321,0.6225939103046134,556.1914611251867
citrus,23.0330500173463,133.61989335015863,22.912194859449414,81.7964911274694,26,0.4243001657893824,0.5718032825691696,331.5312784842595
wheat,1.3947713772554806,180.47910770704252,20.140289524329987,67.20362717930564,44,0.6950548781001317,0.627314846030508,4.813958945222653
lettuce,40.1986457304932,158.98786636887843,17.327487854966243,77.51319606231928,68,0.9109415925373399,0.73776657477917,763.3765111071052
maize,42.20823933178719,238.39714610215805,24.20682646307592,91.64771493256734,66,0.4969397788509099,0.7278421995400599,223.48913490414438
soybean,24.499848277764514,106.19471663202089,18.265655836515613,76.4552496066884,13,0.40721468803131533,0.6423188381839428,43.35507612805559
soybean,53.717860610323854,238.826975551976,26.32644237591918,60.85741888214295,56,0.9239882155664955,0.831562939557202,159.0873424358556
maize,21.1340061644319,204.4738881893467,21.039439012078418,85.3682478838216,64,0.3938575542110751,0.6620418492422471,104.76702039881965
wheat,47.54145178478173,219.5135599355028,33.53368341062763,47.87201241185557,76,0.4242953962968249,0.8562480052401117,154.78217354626494
maize,17.489278152581026,42.15907705436553,23.820027492103005,57.298991887913715,14,0.5567378289084547,0.6002423038072999,82.86906575900726
maize,4.986773109131518,201.48686043081273,20.50082858583098,49.29460776444718,77,0.3589895148270152,0.8576459676575559,25.12140592936659
soybean,24.335271358623274,166.63929869086255,23.710735750669066,62.25880120832321,47,0.9657493915863232,0.8583707455041139,71.36345019167584
rice,44.238798356599524,110.82370981171653,16.002294004685975,82.20746481295339,34,0.37342974334398804,0.4500249891940959,127.64975576594105
tomato,54.99834393705327,218.56501378639697,29.658295481487073,43.843512533267116,69,0.9225763902635615,0.8670486645994941,2275.2017073471566
citrus,27.687516359198366,200.9792728074558,25.85496768321979,37.67604514054195,78,0.4623994892798729,0.7450361471808299,426.76009852555984
wheat,21.423118888757642,86.58333672518934,31.60883870950511,81.38977662172698,58,0.5037146408887992,0.7867843897616311,68.07081052846976
